Filename,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,SFM,Spectral_Centroid,Spectral_Spread,ZCR,STE,Spectral_Skewness,Predicted_Label
source10_segment_120.wav,-283.09506,147.24782,-3.1508017,15.039635,7.8553433,7.478033,-17.823633,-7.3794613,-11.104383,8.360703,10.367896,2.559697,-8.728482,0.010295938,2856.18070864223,3989.4519339628055,0.0509776849856321,8.136510101179296,7.915065,breathing
source10_segment_121.wav,-182.32341,67.38049,-48.54188,-6.4162836,7.083,5.424261,-4.979984,4.6651897,-5.0932145,4.959566,3.0560927,-4.2075534,-3.081849,0.05292506,5283.870788116619,5172.488253192174,0.1521641522988505,3.015068182608683,4.224472,breathing
source10_segment_122.wav,-269.77936,139.35211,-12.502652,17.439213,-2.0729885,3.1823728,-28.448719,-30.643387,-21.127,7.955118,10.448856,2.213685,-15.352694,0.010597048,2880.773083942491,3779.469628773588,0.0588350844109195,1.366752942873305,6.5619607,breathing
source10_segment_123.wav,-258.10403,125.64698,-25.24003,25.118898,-5.1511636,4.5214653,-25.981993,-29.769728,-20.530539,7.127346,11.303414,1.9927596,-15.547595,0.013421213,3308.8831847712318,3834.598979032936,0.0772999730603448,1.1621265950628874,5.742748,breathing
source10_segment_124.wav,-147.47502,155.32326,-29.071266,27.640383,11.354913,6.4951525,-38.107033,-13.845016,-14.738716,9.914493,7.0692,6.1917605,-7.0878596,0.003640451,2466.7029490889868,3282.3226378613267,0.0571120689655172,11.699833936703987,5.9257827,breathing
source10_segment_125.wav,-165.28969,145.56233,-19.662916,35.774155,5.918121,5.880831,-32.492805,-18.590935,-16.8463,8.275557,3.315627,6.7912498,-9.590863,0.0051797787,2680.753678123194,3563.14610199264,0.0547211745689655,10.02795445457144,6.598193,breathing
source10_segment_126.wav,-211.24867,101.11552,-41.93832,7.5467024,6.547329,8.400786,-11.915504,-3.309647,-9.794708,8.187491,4.864521,-0.725238,-9.6774435,0.026468325,3976.95329572891,4256.628345479462,0.1025110003591954,3.0057275903954928,4.8246813,breathing
source10_segment_127.wav,-121.59535,68.93916,-52.58371,-15.953199,2.7897508,7.0786757,-7.6841207,7.4798894,-9.331368,1.7856467,-7.9073024,-6.5456285,-7.6279182,0.05173363,5206.454556590236,5039.409750256948,0.1491895653735632,7.043451986420965,3.952977,breathing
source10_segment_128.wav,-255.18845,112.698616,-27.024574,32.350117,-6.0531173,3.062245,-28.122147,-30.756472,-18.188314,7.2819886,7.089649,-1.4084218,-13.743041,0.019757513,3699.2425087553183,3919.38808105298,0.095910784841954,1.374392129513139,5.713903,breathing
source10_segment_129.wav,-292.40204,132.51115,-20.239447,17.316048,0.05383803,-2.1501977,-25.739437,-28.088713,-22.736944,4.657755,10.267623,0.02925771,-16.936554,0.010376776,3062.6217476188394,3907.3550810680895,0.0658393947557471,0.8427571427733825,6.7832446,noise
source10_segment_13.wav,-96.51868,57.679405,-66.24791,-18.72671,4.844182,8.499751,-2.590765,14.2249,-8.947758,1.1411388,-7.3457704,-5.549881,-7.996458,0.044751823,5269.7928827912265,4979.735388582875,0.1551443516522988,10.594598888225768,3.9846892,breathing
source10_segment_130.wav,-268.6976,126.268845,-26.951868,19.657154,-3.895057,-0.068213865,-23.126476,-22.42381,-15.320506,6.6656656,7.838486,1.8193322,-13.306305,0.015624707,3333.77906756636,3951.807572548045,0.0761157507183908,0.8789921911390273,5.70978,noise
source10_segment_131.wav,-144.27907,160.15645,-29.773806,26.735971,11.822566,3.9903193,-35.498333,-10.341821,-13.0979805,11.688324,3.9900243,4.0547214,-5.72703,0.0031725874,2389.2893940856075,3196.9660888912,0.0558885596264367,12.895028446068869,5.805458,breathing
source10_segment_132.wav,-239.2358,133.54182,-24.80132,30.656635,-7.463519,-0.22134572,-24.953516,-24.929955,-15.396094,7.751524,9.967072,4.8277636,-16.083145,0.0122670205,3132.05018477035,3522.2514814886367,0.0780183638649425,3.064770513930158,6.1123347,breathing
source10_segment_133.wav,-159.14145,58.06031,-63.92628,-9.291359,-0.17519353,9.073099,-3.4427674,12.460532,-1.8468074,2.549624,-6.8500886,-7.483154,-7.551149,0.047913995,5260.076637387069,4853.957653037382,0.1591852999281609,4.225846629670547,3.891635,breathing
source10_segment_134.wav,-191.57207,89.36853,-41.81698,2.400285,-1.5769455,6.6155915,-17.46776,-9.109594,-14.190177,6.6910877,0.31261098,-2.2131534,-8.07726,0.038913142,4562.477216194549,4586.973054688569,0.1177262931034482,2.977737395652716,5.0269814,breathing
source10_segment_135.wav,-273.47394,125.15789,-23.137957,23.277962,-2.496905,-0.08725402,-28.484167,-25.079268,-16.002777,3.9197068,7.5982647,1.0893829,-11.972469,0.014149934,3291.295688876512,3940.19842586226,0.0658057201867816,0.8978774928773156,6.8419385,noise
source10_segment_136.wav,-292.17752,127.58768,-17.873358,19.212378,3.470546,0.7893106,-29.079613,-26.512123,-22.231283,3.1207798,10.199504,1.5766656,-14.881001,0.017203597,3232.5092750409244,4012.313536246599,0.0651210039511494,0.8254535664142125,6.460293,noise
source10_segment_137.wav,-169.09909,144.97296,-28.084414,27.350075,2.9097192,1.6674339,-31.8411,-14.769063,-13.986442,12.196319,7.6763873,5.6859775,-6.144577,0.010331031,2831.668344452964,3444.65329220433,0.0667093211206896,10.497146161386173,5.7482653,breathing
source10_segment_138.wav,-165.57309,156.80916,-25.360966,29.157957,13.898794,6.5825667,-37.50076,-16.466421,-17.655527,8.338205,4.7818217,8.658895,-9.376738,0.003557012,2422.831689415952,3265.789687775016,0.0554115032327586,9.581199266118768,6.1516647,breathing
source10_segment_14.wav,-347.50708,73.852356,-13.419972,15.34917,-4.8886623,-2.8722236,-11.335361,4.693493,2.9563668,6.0164647,-1.9762357,-0.6457879,-2.457886,0.07161946,5601.158609267964,5448.292652704086,0.1483757632902299,0.4588022468331663,5.2939167,noise
source10_segment_140.wav,-132.98724,53.733795,-66.276924,-16.457281,4.050247,7.037747,-2.3927176,17.246319,-6.5014634,3.8772187,-5.0415473,-7.2395887,-4.841052,0.053796474,5418.387747975101,5026.499986267818,0.1607006555316092,5.080145658381456,3.444499,breathing
source10_segment_141.wav,-189.28267,86.01812,-36.01405,-5.177805,6.182532,7.3846135,-11.590399,1.3298975,-11.487586,8.269014,1.6073076,-4.456386,-5.9594474,0.042691987,4737.058991373862,4871.89297389385,0.1247698904454022,3.891722636302728,5.014729,breathing
source10_segment_142.wav,-174.12248,153.48087,-26.153864,25.953993,13.723395,7.009393,-24.544504,-12.489903,-6.8883967,10.242134,3.059263,-4.628363,-1.7771196,0.004116482,2504.430159307888,3390.740811180773,0.0485082165948275,27.18470408045014,7.4086695,mixed
source10_segment_144.wav,-195.41588,160.19376,-18.726385,15.719161,6.5466914,3.7508986,-21.665926,-4.0996265,-5.8190045,8.002663,3.8120794,4.4666896,-2.0631583,0.0061958,2525.614371406928,3423.4906534603783,0.0462856950431034,21.882197504895444,7.57471,mixed
source10_segment_145.wav,-204.87495,174.44058,-7.8360686,18.56428,5.557306,2.395063,-18.252344,-0.25948372,0.36612043,10.103167,2.819507,0.05136645,-2.4466736,0.004180366,2086.538990442803,3198.8652908331005,0.0345725574712643,30.09515365193237,8.726457,voice
source10_segment_146.wav,-193.61696,174.53862,-10.469338,23.878948,13.5607815,6.0546994,-21.736591,-5.0397277,-10.387136,6.7005167,5.4690914,1.0027331,-7.149478,0.0019553918,1912.8940287980647,3029.028832235,0.0319964529454023,30.83033618023027,9.308335,voice
source10_segment_147.wav,-160.37349,187.22638,-16.163445,18.676384,2.0729327,3.802083,-17.876314,-0.98008204,-2.4691901,5.975239,5.537697,2.6003134,-2.9160056,0.0021990002,1773.3077480610375,2691.5173719149498,0.03076171875,36.80699731788539,9.201639,voice
source10_segment_150.wav,-135.28183,85.73317,-39.489796,-9.257821,0.4044734,11.204938,-9.396992,4.6980824,-9.526236,1.6322584,-4.673095,-2.7373106,-4.7614846,0.046955768,4752.754445649379,4767.162925832605,0.1338171246408045,13.712676761085111,5.220267,mixed
source10_segment_151.wav,-111.94258,153.43538,-29.500555,24.67951,-7.2193303,2.0087638,-23.148031,-5.8639708,-4.9641285,-0.29732656,3.970855,-2.431014,2.1153202,0.008242591,2723.3965243976227,3216.5632520305494,0.0692854256465517,41.494221277120445,6.8545938,voice
source10_segment_152.wav,-259.06665,111.91807,-15.5822315,29.478897,2.572041,7.8864064,-24.047667,-9.032846,-8.849536,6.2552776,8.284139,-2.039908,-5.4746084,0.02774741,3956.686705570156,4210.520667044476,0.1083030262212643,2.329715442520733,5.918661,breathing
source10_segment_153.wav,-155.22438,166.30916,-18.744888,23.598396,3.8506396,9.750888,-19.163214,-3.1545937,-4.6510262,3.5511236,2.0979679,-6.0350547,-4.4898996,0.0038834838,2161.5034675433435,3107.578719806504,0.0406339798850574,35.38716709379085,9.958381,voice
source10_segment_154.wav,-178.68637,158.45699,-16.283468,29.79217,16.095015,8.948932,-23.102306,-8.639265,-4.5958576,7.781149,-0.59577453,-2.0575254,-2.2726517,0.0033845922,2317.176572344038,3305.3073334821643,0.0396461925287356,30.9527240531476,8.998483,voice
source10_segment_155.wav,-157.72722,186.03119,-16.411905,20.82841,6.4769554,6.5651183,-18.970547,-4.737092,-12.810764,3.0330312,4.539189,1.6060809,-5.6826944,0.002127495,1779.8204021698498,2730.442230814256,0.0334837464080459,37.108212267156325,9.642725,voice
source10_segment_157.wav,-159.98021,187.53543,-18.3614,15.233324,-1.6701821,-1.2854929,-19.229483,0.9112021,-1.570829,8.429647,4.333744,1.5658544,-1.9830444,0.002229742,1836.232660066663,2699.2216436851418,0.0367221174568965,34.89073530364932,8.135662,voice
source10_segment_158.wav,-211.27205,171.9839,-9.925521,19.125141,12.995861,14.740991,-12.926814,-2.261514,-6.3618746,6.1630635,5.792914,4.213664,-1.8614914,0.002750323,1993.301871649211,3144.689075087565,0.0335061961206896,18.06823946082846,9.553525,mixed
source10_segment_159.wav,-211.58684,164.64224,-16.050869,13.602076,9.940274,6.6620483,-23.84322,-7.15205,-6.5264144,11.000402,6.1034617,2.3323295,-6.014087,0.0056708343,2290.2737615932447,3293.836755734759,0.0470882722701149,14.040792295536985,7.2387915,mixed
source10_segment_16.wav,-362.96915,83.82184,-9.000362,35.5942,-3.0644042,4.3326087,2.1123571,9.750711,9.350258,3.784306,-1.0653687,1.3493243,-8.393951,0.042715307,4941.232866467396,5005.082527926935,0.1158685793821839,0.0653476566506948,6.5472817,noise
source10_segment_160.wav,-68.36208,49.863613,-59.213436,-21.793411,1.776037,8.865725,-2.9423544,16.53686,-8.50809,-2.6538796,-10.296792,-6.508637,-2.448228,0.064117685,5753.8032209542025,5323.403043520588,0.1640232130028735,17.28826848402447,3.9833894,breathing
source10_segment_161.wav,-210.41298,90.07795,-37.81265,3.99448,-7.1898317,5.040107,-21.01271,-13.436955,-13.33784,4.559702,2.188292,1.3739549,-4.475469,0.040394407,4588.799661384854,4557.6578257737765,0.1218177532327586,4.939217425468297,5.632117,breathing
source10_segment_163.wav,-282.0176,115.701225,-24.606007,15.674197,-1.3553675,1.7913946,-23.307503,-17.104588,-12.089646,10.050716,13.609,5.5596533,-8.8408785,0.023789981,3722.379278626804,4190.05785005583,0.0871273347701149,1.6031595970573969,5.165674,noise
source10_segment_164.wav,-159.08409,152.87915,-31.674263,23.499266,11.740393,6.224298,-43.34159,-15.024345,-11.003248,9.402672,9.013408,3.0852296,-8.907972,0.0051776655,2599.189403343245,3281.7212610251618,0.0679440553160919,8.015831645642747,5.336473,breathing
source10_segment_165.wav,-192.43074,143.98021,-25.492134,24.983683,2.7031956,0.8907715,-35.034176,-21.563095,-14.00306,11.597477,9.099466,4.4087358,-11.840743,0.00835299,2816.0966118620704,3500.130408215672,0.071912042025862,5.942326935632639,5.674165,breathing
source10_segment_166.wav,-171.6267,57.111855,-52.659122,-11.018068,-0.43477964,5.774612,-4.884757,12.204444,-6.4342117,1.7115031,-6.8743587,-5.0003204,-6.1726623,0.06090276,5572.557712263551,5199.760644761208,0.1578607668821839,5.016084170345798,4.4652715,breathing
source10_segment_167.wav,-182.3005,64.260284,-52.21742,-9.1182375,-4.0129333,5.2076864,-12.118614,4.2038236,-8.947437,4.6575913,-8.287296,-1.5597801,-5.0171847,0.057203,5337.107538370625,4928.18027398107,0.1538254310344827,4.555436164716721,4.5038357,breathing
source10_segment_168.wav,-323.64355,91.90178,-33.226315,13.081224,-3.633355,1.5979373,-20.853077,-16.012564,-12.743247,3.1736016,8.2442665,6.748324,-3.8556378,0.03709625,4440.041306366986,4605.371805044632,0.1042957525143678,0.2388744062900198,5.509096,noise
source10_segment_169.wav,-320.07462,80.52852,-36.446423,20.992624,-5.322478,0.8982163,-19.828222,-12.298239,-3.7916694,4.6326127,4.9338503,9.226343,-3.8017654,0.040746186,4763.214936497397,4578.060362055084,0.1125740840517241,0.1449936830271789,6.3289485,noise
source10_segment_17.wav,-249.20232,134.07243,-23.527802,19.94393,4.746919,0.92596954,-26.336838,-4.532882,-6.199533,5.532178,2.10728,4.3404255,-3.9053614,0.015181033,3247.867070440038,3913.4445238428975,0.0721646012931034,5.266465048359524,6.5625696,breathing
source10_segment_170.wav,-326.79742,68.17861,-37.35731,16.973576,-21.740948,-6.305154,-13.933571,-3.0638087,2.095336,8.575847,3.3136551,4.343708,-2.287742,0.055965792,5292.044263429656,4732.463483672482,0.1396596623563218,0.1526413318846439,5.498729,noise
source10_segment_171.wav,-192.67015,148.171,-28.132664,23.501705,2.8363335,0.89987946,-36.6749,-20.761606,-15.667525,7.282603,5.512386,3.1956856,-13.468294,0.0070799543,2689.491892740208,3346.8186714713315,0.0701497395833333,6.397325081147813,5.9569464,breathing
source10_segment_172.wav,-153.4111,161.8726,-28.39698,23.002827,12.995962,4.1452503,-42.917244,-12.9115,-13.089322,7.7129393,8.232703,0.36675075,-9.346577,0.0029731516,2335.52428131856,3153.167515395363,0.0567921605603448,10.797601027317302,5.726703,breathing
source10_segment_173.wav,-261.1963,123.96124,-25.814268,24.307463,0.9787056,3.993552,-25.938768,-17.75894,-10.859493,9.921121,10.08069,3.5988455,-10.570298,0.019792624,3465.166133318309,3901.9783538648912,0.0793036099137931,1.6163520414995922,5.5818286,breathing
source10_segment_174.wav,-145.74673,54.723858,-58.026,-17.641129,1.036511,5.2067137,-4.2117395,12.283534,-7.432153,1.3297745,-6.7348723,-6.363257,-7.5920763,0.06131336,5584.257662991473,5190.424590992368,0.1611608746408045,5.227181831019462,3.8135703,breathing
source10_segment_175.wav,-215.14455,48.38019,-53.402176,-2.0680618,-8.303208,7.7755322,-3.7926226,7.552611,1.5951593,4.7187552,-11.37781,-1.1976886,-3.9569933,0.07206191,5885.643728626789,5008.56661608976,0.1858611709770115,3.661616808411832,3.7584171,breathing
source10_segment_176.wav,-296.09888,106.51555,-29.2568,20.956133,-5.3347106,1.4968791,-22.76836,-23.353928,-12.387508,9.878565,7.6387596,4.3640027,-9.455969,0.020723261,3878.009176711872,4259.283443393182,0.0987169989224138,0.3261095067120098,6.064204,noise
source10_segment_177.wav,-313.1844,102.40775,-29.501572,19.223125,-3.5828893,2.6588607,-17.397102,-20.206978,-13.745046,3.8983936,7.7188168,3.9810054,-8.908424,0.026809746,4103.217988293397,4384.326112346198,0.1024941630747126,0.2586977428762038,5.988744,noise
source10_segment_178.wav,-334.97156,109.56857,-18.436895,13.141982,-1.5723888,-0.2740861,-21.757088,-15.816308,-11.877628,8.5399,11.455074,2.7753372,-8.425233,0.02782139,4006.176270714832,4665.871463687092,0.0868635506465517,0.1448601872008832,6.0418043,noise
source10_segment_179.wav,-197.06679,142.29611,-27.62978,26.806282,6.184129,2.2179031,-33.80022,-13.237609,-10.2709255,8.571688,6.607684,5.059627,-8.186476,0.008811394,2843.359853664292,3457.169951065224,0.0697288074712643,6.667559511308165,6.855445,breathing
source10_segment_18.wav,-166.30586,171.57181,-22.253382,18.747381,13.744473,5.0919924,-36.972363,-14.972453,-18.029577,9.968669,4.9460692,4.472975,-9.808311,0.002003458,2112.422477619734,3080.747065574535,0.0490413972701149,12.264725832607748,6.2086644,breathing
source10_segment_180.wav,-173.56482,153.32104,-26.865063,29.661406,12.74944,6.623815,-38.342396,-17.191488,-11.923373,7.7859616,4.0569696,3.5360389,-10.950491,0.004819562,2559.811219650725,3307.444262191389,0.0647674209770114,7.098535318810471,5.698808,breathing
source10_segment_181.wav,-235.50258,127.38682,-29.859358,10.295893,9.125456,5.901142,-21.513891,-15.204619,-13.257783,6.663361,5.343853,3.7874925,-12.849058,0.016954586,3333.6047060016126,3946.155190723018,0.0859936242816092,2.4569158878963377,5.6670804,breathing
source10_segment_182.wav,-123.01353,62.852066,-55.937984,-18.019543,2.5834792,6.514369,-5.270067,10.918055,-8.8617325,2.9717593,-8.271738,-4.9186654,-6.32124,0.050578184,5302.860120336362,5093.688851493031,0.1527702945402299,8.648899666485889,4.071472,breathing
source10_segment_183.wav,-193.07541,155.64076,-24.822533,21.75788,14.44607,6.860581,-27.465038,-8.310822,-7.943795,12.344516,4.765688,-4.656415,-2.5058367,0.009556458,2572.0117201194626,3252.272683466592,0.0586554867097701,20.91679458398738,7.0986714,mixed
source10_segment_185.wav,-163.5763,178.51405,-18.075794,12.923102,3.0795562,9.034215,-15.4132595,0.110763684,-2.0062969,2.2010307,-1.4643672,1.7649056,5.6176233,0.0029971418,2019.8216729313888,2953.7522342758507,0.0373114224137931,29.957922579909035,7.929659,voice
source10_segment_186.wav,-161.86386,192.36205,-22.15065,12.089739,8.921645,5.3449006,-22.104898,-1.6979738,-6.3380575,9.599537,0.8200717,-0.9741502,-3.4590452,0.0010414964,1684.049212716671,2623.055756330069,0.0317102191091954,31.176960849865324,8.844788,voice
source10_segment_187.wav,-184.62848,177.99767,-15.38007,15.527236,-1.8492695,4.299025,-19.63989,-5.5070133,-3.5437539,5.600616,1.6388851,-0.08316929,2.6965425,0.0029802371,2004.5573898800765,2931.9483504610484,0.0407911278735632,32.15179115604351,9.057964,voice
source10_segment_188.wav,-227.99306,164.4064,-17.374348,11.579848,7.7135353,10.445196,-9.667322,4.6549172,-1.9071989,5.702699,0.042878855,1.3246797,-1.3240939,0.012011621,2531.774405599672,3409.440225524616,0.048828125,22.64344319912761,8.142765,voice
source10_segment_189.wav,-193.42578,180.81583,-13.321271,21.283821,11.7209425,6.9213967,-19.495102,-2.7313874,-7.3803134,8.65485,4.34195,-3.3802593,-4.695514,0.00075909856,1659.8684318087037,2787.1362500034134,0.0217986709770114,33.610230815106995,11.715447,voice
source10_segment_19.wav,-171.55246,104.753685,-38.372402,-3.4881852,7.0189433,5.472669,-14.479369,-2.3994176,-11.387474,4.9563537,1.1582438,-0.9199531,-8.475279,0.028075164,3992.8847244363137,4442.74395515641,0.1032799030172413,6.458867316268858,5.207994,breathing
source10_segment_190.wav,-146.06862,107.98723,-44.448563,1.2331432,11.993954,7.330627,-14.156839,6.1445556,-8.3364725,4.4530926,-1.7419591,-4.915397,-6.8636107,0.03051571,3895.480880698138,4141.022924777117,0.1071244163074712,14.096671963272067,5.8946505,mixed
source10_segment_191.wav,-136.2175,84.51819,-38.307495,-9.8454075,3.4333475,12.810571,-9.355949,5.6194887,-7.4933453,4.382259,-4.207316,-3.7262225,-5.148926,0.054336686,4929.760303667745,4779.172275273916,0.1447164601293103,17.1682060960508,5.601367,mixed
source10_segment_192.wav,-137.65854,148.3609,-24.762045,32.09767,5.20388,7.629162,-23.392794,-6.95569,-6.0479307,5.712131,-1.7982304,-7.5910454,-0.32436052,0.01165666,2780.544638376435,3229.2662205458632,0.075049389367816,36.24361821272642,8.570551,voice
source10_segment_193.wav,-201.67007,174.64706,-10.243561,29.497713,20.526857,12.003517,-19.738802,-1.2046221,-1.2877342,11.043003,3.5596867,-1.0241871,-4.3159504,0.002797959,1828.78959353874,2908.3990576221986,0.0311882632902298,28.134030612444,10.064265,voice
source10_segment_194.wav,-162.78038,184.13448,-13.526111,21.362228,10.555453,5.9034305,-19.41425,-4.9738903,-1.3443365,9.153568,2.4687662,1.284079,1.9352584,0.0006517716,1674.73472076073,2797.07267423488,0.0215404992816091,41.03977888220157,10.95345,voice
source10_segment_195.wav,-201.12238,160.44774,-19.180782,23.10442,12.849419,6.863077,-27.04674,-7.8711715,-7.7445526,9.335143,5.4336667,2.9500272,-0.014241128,0.004603684,2449.762630237988,3324.1980812802326,0.0537726742097701,12.385248885748402,6.6358466,mixed
source10_segment_197.wav,-204.67636,149.87154,-13.193157,36.747066,16.940647,12.532896,-26.04069,-9.4497795,-10.297025,5.521322,6.193352,-5.7097483,-5.049146,0.0065985904,2524.793020409279,3435.128256500338,0.0545977011494252,15.710393114941398,9.803368,voice
source10_segment_198.wav,-155.78836,89.208145,-46.4636,-7.756031,7.6652207,9.506559,-11.948822,5.2583632,-10.148694,3.7021701,-1.989001,-3.9872048,-8.765763,0.04083072,4539.847426555259,4596.871539893075,0.128064385775862,5.458155108906458,4.461791,breathing
source10_segment_199.wav,-160.3707,77.43458,-41.415024,-11.299398,-1.3616838,9.662915,-10.329927,2.0475912,-8.649669,3.4355388,-5.1627636,-3.3621511,-0.7559509,0.05214096,5115.186740439822,4992.050462552226,0.1519508800287356,6.580933752868088,4.3994627,breathing
source10_segment_2.wav,-92.85418,56.935368,-63.522457,-25.665033,3.6006587,11.885223,-2.322664,14.244494,-7.512884,-2.0202446,-11.832427,-7.2745304,-8.183377,0.051425938,5436.168661748513,5168.334406523008,0.1525906968390804,13.079880127155713,3.9583683,breathing
